Customer ID,Age,Gender,Income,Product Category,Spending,Region
61,51,Male,146014,Fashion,2386.43,Europe
62,24,Male,34785,Electronics,1241.15,South America
63,75,Female,54985,Fashion,1499.34,North America
64,63,Male,62667,Electronics,2809.6,Europe
65,61,Female,58464,Home Goods,4111.15,Europe
66,71,Male,111031,Home Goods,2246.4,South America
67,61,Female,88874,Home Goods,2471.6,Europe
68,45,Male,30209,Fashion,2568.39,North America
69,65,Male,31078,Electronics,101.91,Europe
70,39,Male,48075,Electronics,3134.37,Europe
71,69,Female,145826,Fashion,1031.52,Europe
72,34,Male,131162,Electronics,1907.55,Asia
73,75,Male,25686,Groceries,3720.52,North America
74,51,Female,145159,Fashion,4200.33,South America
75,68,Female,101097,Groceries,2025.94,Africa
76,80,Male,143552,Groceries,4089.58,South America
77,75,Male,111543,Fashion,1503.81,Africa
78,64,Female,74714,Fashion,2899.93,Asia
79,36,Female,32143,Fashion,1073.09,South America
80,32,Male,99231,Electronics,4806.92,North America
81,51,Female,104840,Home Goods,476.83,Africa
82,38,Female,117919,Fashion,3853.24,North America
83,50,Female,128807,Fashion,1875.36,North America
84,27,Female,73562,Fashion,3574.77,Asia
85,31,Female,125871,Home Goods,4718.98,Asia
86,27,Female,52636,Home Goods,1272.15,North America
87,65,Female,26523,Electronics,186.05,South America
88,80,Male,44126,Fashion,2753.24,South America
89,79,Female,52756,Electronics,410.4,Africa
90,43,Male,55601,Fashion,4263.83,Asia
91,60,Male,73533,Fashion,1229.39,South America
92,80,Male,24941,Fashion,1849.79,Europe
93,48,Male,121601,Fashion,1418.97,Asia
94,55,Male,43576,Home Goods,977.45,Europe
95,62,Female,20633,Electronics,4687.26,Africa
96,18,Male,133860,Home Goods,3579.82,South America
97,66,Male,37472,Fashion,4707.62,North America
98,66,Male,105352,Electronics,2435.92,North America
99,30,Female,130229,Home Goods,2947.96,North America
100,26,Male,30915,Groceries,1803.86,South America
101,62,Female,139434,Fashion,1721.61,North America
102,50,Female,113520,Fashion,1986.19,Asia
103,75,Male,106001,Home Goods,1619.24,South America
104,55,Male,94783,Fashion,4247.48,North America
105,40,Male,136046,Electronics,1477.63,Africa
106,32,Male,61043,Fashion,582.56,Europe
107,49,Male,35514,Fashion,3574.76,Africa
108,33,Male,98464,Electronics,1677.52,Europe
109,69,Male,103656,Groceries,851.88,Asia
110,43,Male,29035,Home Goods,167.69,Asia
111,23,Female,97250,Fashion,3998.45,Europe
112,68,Male,22362,Electronics,1988.03,North America
113,65,Male,41469,Groceries,2911.05,Europe
114,60,Male,81406,Electronics,4285.02,North America
115,74,Female,20506,Electronics,2327.88,Africa
116,76,Male,94496,Electronics,4337.2,South America
117,48,Female,70067,Groceries,4535.73,North America
118,78,Male,51943,Home Goods,889.82,South America
119,38,Male,65431,Electronics,2346.4,North America
120,24,Female,31184,Groceries,529.47,South America
121,48,Male,103433,Fashion,3581.52,Europe
122,53,Male,23438,Electronics,1751.24,Asia
123,45,Male,61108,Electronics,3506.27,Asia
124,37,Male,55516,Home Goods,3086.56,Africa
125,52,Female,51510,Home Goods,3716.54,Asia
126,38,Female,46135,Home Goods,3060.58,Asia
127,60,Male,70100,Electronics,3288.63,South America
128,57,Male,37450,Home Goods,1507.79,North America
129,51,Male,48031,Electronics,2363.82,South America
130,34,Female,33078,Home Goods,2432.65,North America
131,33,Female,79967,Fashion,3099.53,Asia
132,20,Male,50100,Home Goods,573.26,North America
133,38,Female,38944,Fashion,2893.0,Asia
134,45,Male,146865,Groceries,769.06,North America
135,63,Female,133846,Groceries,829.94,South America
136,19,Male,70169,Electronics,2742.91,North America
137,30,Female,57718,Fashion,2097.78,Asia
138,77,Male,96788,Electronics,2719.32,Africa
139,30,Female,115037,Home Goods,2527.59,Africa
140,60,Female,52620,Electronics,4490.22,Asia
141,40,Male,43544,Home Goods,4111.89,North America
142,36,Male,54637,Home Goods,745.15,Africa
143,47,Female,141448,Groceries,1572.38,North America
144,58,Male,37262,Electronics,1186.9,Asia
145,48,Female,59697,Fashion,3886.09,Asia
146,68,Male,97904,Electronics,4591.65,North America
147,74,Female,83480,Electronics,4481.86,North America
148,61,Female,108811,Groceries,461.16,South America
149,59,Female,114245,Electronics,4499.39,Europe
150,38,Male,145590,Groceries,4386.2,Asia
151,47,Male,85361,Electronics,112.28,North America
152,33,Male,125420,Home Goods,4492.42,North America
153,69,Male,125281,Fashion,168.03,Asia
154,63,Female,44215,Fashion,1808.66,Asia
155,25,Male,25433,Home Goods,2372.16,Europe
156,60,Female,37870,Groceries,1838.55,South America
157,71,Male,89953,Fashion,793.62,Europe
158,52,Male,77052,Groceries,2042.3,Asia
159,35,Male,93532,Home Goods,3681.6,South America
160,47,Male,125725,Home Goods,4743.54,Asia
161,80,Male,139107,Fashion,3703.04,South America
162,80,Female,56812,Home Goods,496.68,Africa
163,53,Female,48821,Home Goods,4666.08,Asia
164,19,Male,76925,Electronics,2126.06,North America
165,48,Male,49301,Fashion,4910.48,Europe
166,44,Male,95437,Groceries,694.34,South America
167,74,Male,45192,Groceries,3607.06,North America
168,23,Female,29583,Groceries,1989.36,North America
169,69,Female,80324,Home Goods,2003.34,Asia
170,72,Female,33866,Electronics,501.12,South America
171,45,Female,41536,Groceries,1395.67,Africa
172,35,Female,103093,Home Goods,1654.07,Asia
173,35,Female,39369,Electronics,3767.07,Africa
174,75,Female,138526,Electronics,1921.96,South America
175,67,Female,80097,Electronics,2247.44,Africa
176,67,Female,53484,Fashion,1081.81,Europe
177,58,Male,40164,Electronics,4974.34,South America
178,69,Female,31202,Groceries,3108.26,Europe
179,31,Male,121722,Groceries,3421.41,Africa
180,28,Female,114151,Electronics,4237.26,Europe
181,39,Female,63094,Electronics,886.54,Europe
182,60,Male,47699,Groceries,885.9,Europe
183,61,Male,73391,Home Goods,4078.7,Africa
184,23,Female,100617,Fashion,716.08,North America
185,35,Female,80040,Groceries,3143.43,South America
186,62,Female,93652,Fashion,3699.2,Europe
187,52,Female,66647,Fashion,243.14,North America
188,35,Female,42184,Electronics,3891.68,North America
189,77,Male,39305,Electronics,646.43,Asia
190,50,Female,84285,Fashion,1906.82,North America
191,51,Female,147788,Groceries,2277.74,South America
192,62,Female,39408,Home Goods,2966.88,North America
193,57,Male,92172,Fashion,4609.6,Europe
194,43,Male,145517,Electronics,4990.26,North America
195,38,Female,95000,Fashion,3121.9,Europe
196,29,Male,124357,Groceries,2356.5,South America
197,61,Male,130942,Fashion,2143.78,Asia
198,61,Male,82175,Fashion,857.51,North America
199,52,Female,116287,Home Goods,1406.32,North America
200,24,Female,68565,Electronics,4416.55,Asia
201,60,Male,25422,Groceries,4989.83,Asia
202,39,Male,140275,Fashion,594.91,Asia
203,80,Female,95911,Groceries,1618.93,Asia
204,22,Female,138360,Fashion,4604.53,Asia
205,64,Female,47551,Home Goods,1030.33,North America
206,46,Male,39031,Fashion,997.0,Europe
207,49,Male,122885,Fashion,2944.6,South America
208,55,Male,38447,Fashion,3686.0,Asia
209,38,Male,80013,Groceries,4882.0,North America
210,39,Male,127455,Groceries,1198.25,North America
211,35,Male,45060,Groceries,242.7,North America
212,56,Male,149908,Home Goods,1362.79,South America
213,79,Male,20441,Fashion,1036.76,South America
214,28,Male,85093,Groceries,2008.93,South America
215,48,Male,29186,Electronics,2738.05,Africa
216,78,Female,116315,Fashion,4540.19,Asia
217,33,Female,143838,Fashion,3468.23,North America
218,56,Female,89809,Fashion,4585.63,Africa
219,77,Female,47445,Groceries,1611.57,South America
220,31,Female,34913,Fashion,1834.98,Europe
221,18,Female,83259,Home Goods,1965.59,Asia
222,46,Female,133668,Fashion,279.83,Europe
223,56,Female,96998,Fashion,588.72,Asia
224,31,Male,60098,Home Goods,2133.5,Asia
225,76,Male,125630,Fashion,3565.48,South America
226,54,Male,30470,Groceries,1471.4,Africa
227,33,Male,90296,Home Goods,3259.84,North America
228,72,Male,133800,Groceries,140.1,North America
229,36,Male,43124,Electronics,4164.42,North America
230,28,Female,31293,Electronics,836.09,Asia
231,46,Female,140418,Fashion,1711.34,South America
232,74,Female,116342,Groceries,4489.05,Europe
233,62,Male,99992,Groceries,846.96,Asia
234,49,Male,92901,Groceries,1033.92,South America
235,44,Male,63904,Home Goods,4771.7,North America
236,25,Female,132382,Groceries,699.15,Europe
237,54,Female,142668,Groceries,3490.05,South America
238,61,Female,20281,Groceries,1023.27,South America
239,59,Male,40450,Groceries,4325.92,Africa
240,53,Male,62978,Home Goods,3242.09,North America
241,41,Male,36842,Home Goods,3092.89,Africa
242,44,Female,77002,Fashion,3186.44,North America
243,55,Male,117567,Fashion,852.42,Asia
244,27,Male,148081,Fashion,430.54,Europe
245,71,Male,99404,Electronics,158.83,Asia
246,61,Female,46742,Groceries,1124.1,South America
247,25,Male,124038,Fashion,520.57,Asia
248,48,Male,60707,Electronics,4122.1,Europe
249,31,Female,142941,Home Goods,4106.41,Europe
250,50,Male,86421,Fashion,1522.95,North America
251,69,Female,126268,Fashion,2757.87,North America
252,38,Male,99540,Electronics,4627.75,North America
253,49,Female,102711,Fashion,2693.02,South America
254,72,Female,41903,Home Goods,577.46,Asia
255,59,Female,81218,Fashion,758.69,Europe
256,37,Female,59353,Electronics,3112.29,Europe
257,47,Male,65142,Electronics,1176.58,Asia
258,32,Male,67582,Groceries,1573.96,Africa
259,38,Male,37690,Groceries,144.84,South America
260,28,Female,138383,Groceries,3191.69,Africa
261,30,Male,46848,Home Goods,2451.4,Asia
262,46,Male,136773,Groceries,4689.69,South America
263,58,Female,53163,Groceries,496.14,Asia
264,72,Female,125651,Electronics,2155.15,Africa
265,45,Male,21198,Fashion,777.25,South America
266,41,Male,106705,Fashion,4603.03,South America
267,51,Female,129591,Groceries,3814.93,Asia
268,72,Female,58244,Groceries,1087.82,Europe
269,34,Female,140669,Home Goods,843.78,Europe
270,58,Female,81138,Home Goods,3467.23,North America
271,24,Female,64307,Groceries,2582.75,North America
272,48,Female,50245,Groceries,4967.51,Asia
273,72,Male,127299,Home Goods,3130.76,Africa
274,68,Male,70309,Home Goods,4004.02,South America
275,26,Female,137948,Home Goods,378.04,North America
276,28,Male,45072,Fashion,418.09,North America
277,74,Male,24214,Electronics,3093.58,Asia
278,52,Male,71890,Groceries,2354.4,Europe
279,66,Male,41612,Electronics,377.96,North America
280,74,Male,64278,Electronics,2388.75,Europe
281,62,Male,88244,Home Goods,1128.69,Europe
282,28,Female,90917,Home Goods,648.87,Europe
283,79,Male,81329,Electronics,2944.95,Africa
284,52,Female,92848,Fashion,4464.5,Africa
285,76,Male,56057,Groceries,3666.94,Asia
286,59,Female,47669,Fashion,184.33,Africa
287,58,Male,41009,Groceries,2543.71,Europe
288,20,Male,28564,Electronics,2153.43,South America
289,19,Male,62019,Home Goods,3127.25,South America
290,72,Female,145885,Home Goods,796.31,Africa
291,53,Female,90037,Fashion,2497.98,Europe
292,35,Female,90425,Home Goods,3928.32,North America
293,35,Female,131955,Electronics,325.11,Asia
294,34,Male,31152,Groceries,2430.63,Asia
295,60,Male,116678,Fashion,2593.54,Asia
296,77,Female,137502,Home Goods,3884.04,Asia
297,53,Female,36794,Groceries,651.63,South America
298,79,Female,20294,Fashion,3596.18,Africa
299,24,Female,85520,Electronics,1036.11,Africa
300,41,Female,63906,Electronics,4954.86,Europe
301,22,Female,87669,Home Goods,2781.97,South America
302,68,Female,73559,Electronics,4111.19,Europe
303,61,Male,138504,Groceries,2406.97,South America
304,55,Female,130351,Home Goods,267.75,Africa
305,43,Female,54517,Groceries,473.3,Asia
306,34,Female,23734,Electronics,2403.74,South America
307,27,Female,48065,Electronics,443.76,Asia
308,49,Male,103136,Groceries,626.05,Asia
309,20,Female,61314,Groceries,284.98,Asia
310,67,Male,119350,Fashion,285.41,Europe
311,43,Male,53781,Electronics,797.43,Asia
312,70,Female,146688,Home Goods,2109.65,Africa
313,20,Female,135565,Groceries,2761.77,Asia
314,39,Female,147754,Groceries,488.01,Africa
315,31,Male,61449,Home Goods,982.95,Africa
316,58,Male,56516,Home Goods,407.2,North America
317,29,Male,80297,Fashion,2220.32,Europe
318,75,Male,58008,Fashion,183.06,Asia
319,60,Female,81515,Fashion,878.38,Asia
320,72,Male,98778,Electronics,3465.4,South America
321,37,Male,54578,Electronics,2216.98,South America
322,24,Male,74000,Electronics,2014.12,Europe
323,34,Male,133435,Groceries,556.19,Africa
324,37,Male,113039,Fashion,3450.4,Africa
325,18,Female,62307,Home Goods,4114.74,Europe
326,38,Female,101610,Electronics,2219.57,Europe
327,37,Female,141577,Fashion,690.15,South America
328,51,Male,66121,Groceries,1012.93,Europe
329,37,Female,53576,Electronics,2557.42,South America
330,35,Male,145436,Home Goods,2336.8,Africa
331,21,Female,66089,Groceries,318.1,Asia
332,45,Female,147449,Electronics,4231.55,South America
333,58,Female,81476,Electronics,727.42,Asia
334,28,Female,121012,Groceries,3849.19,Asia
335,36,Male,111299,Home Goods,2821.85,Europe
336,43,Male,121552,Groceries,1871.88,South America
337,51,Male,30558,Home Goods,2417.13,Africa
338,21,Male,125796,Home Goods,1300.13,South America
339,64,Male,107305,Groceries,2245.16,Asia
340,75,Female,104228,Fashion,1697.87,Asia
341,79,Male,58118,Electronics,870.96,Asia
342,39,Female,107970,Groceries,241.36,North America
343,62,Female,48322,Electronics,1701.03,South America
344,35,Male,103809,Home Goods,4837.76,Europe
345,22,Female,44976,Fashion,3587.51,South America
346,74,Male,23422,Groceries,3618.84,Europe
347,67,Female,90513,Home Goods,3129.73,North America
348,22,Female,148599,Groceries,2762.76,Asia
349,33,Female,106813,Home Goods,310.8,North America
350,35,Male,113212,Groceries,800.72,South America
351,56,Male,71551,Groceries,2558.58,North America
352,78,Male,49282,Home Goods,2735.54,North America
353,70,Male,133167,Electronics,1656.7,South America
354,51,Female,36799,Groceries,4638.79,Africa
355,69,Male,146413,Groceries,3356.1,Africa
356,72,Male,104640,Home Goods,4424.82,Asia
357,19,Female,57000,Fashion,705.5,Asia
358,69,Female,79151,Home Goods,2506.21,Africa
359,63,Male,64545,Groceries,3785.25,Africa
360,56,Male,38802,Home Goods,751.82,Africa
361,53,Male,57147,Electronics,722.24,Europe
362,49,Female,95372,Home Goods,3056.75,Africa
363,80,Female,57657,Groceries,1518.6,South America
364,46,Male,30919,Groceries,4817.65,Asia
365,38,Female,44836,Home Goods,1149.09,North America
366,46,Female,70450,Groceries,2354.07,Europe
367,52,Male,50438,Home Goods,4125.27,North America
368,71,Female,138975,Fashion,2313.33,South America
369,47,Male,58395,Electronics,904.94,South America
370,39,Female,142312,Electronics,3417.71,Europe
371,63,Female,88306,Home Goods,435.22,Asia
372,24,Female,60573,Electronics,1615.2,Asia
373,48,Female,40953,Groceries,4263.68,Europe
374,72,Female,89059,Electronics,3753.23,Africa
375,39,Male,92975,Home Goods,1966.22,Asia
376,32,Female,61407,Home Goods,2291.74,South America
377,25,Female,134269,Home Goods,4147.4,Africa
378,18,Female,108625,Electronics,1845.68,Asia
379,54,Male,149687,Home Goods,4840.0,Asia
380,70,Male,28607,Fashion,4201.05,Asia
381,60,Female,62845,Home Goods,3317.09,South America
382,40,Male,21357,Home Goods,1846.81,Asia
383,30,Female,40350,Home Goods,4508.72,South America
384,75,Female,31738,Groceries,2688.0,Europe
385,52,Female,43577,Electronics,216.46,South America
386,72,Female,138819,Home Goods,3871.33,North America
387,58,Male,114573,Groceries,3507.81,North America
388,54,Female,100206,Home Goods,2226.16,Africa
389,47,Male,68453,Groceries,1733.97,Africa
390,64,Female,52473,Fashion,1571.49,North America
391,67,Female,148033,Home Goods,3216.84,Asia
392,54,Female,71851,Home Goods,4229.52,Europe
393,49,Female,76055,Electronics,4235.83,South America
394,23,Male,94034,Fashion,566.46,Africa
395,41,Female,103590,Home Goods,3637.98,Europe
396,79,Male,119993,Fashion,2560.13,North America
397,65,Male,125384,Home Goods,941.51,North America
398,75,Male,64510,Fashion,2002.94,Asia
399,54,Female,42416,Fashion,807.05,Asia
400,40,Male,58337,Groceries,4948.01,Africa
401,70,Male,148253,Electronics,3313.16,North America
402,67,Female,100121,Fashion,2355.9,South America
403,74,Male,93347,Home Goods,3411.59,North America
404,52,Female,79811,Electronics,2594.93,Europe
405,42,Male,98833,Fashion,1261.21,South America
406,75,Male,140103,Electronics,3577.3,North America
407,27,Male,115254,Fashion,934.56,Africa
408,47,Female,61934,Groceries,1932.29,North America
409,56,Female,66193,Groceries,1638.25,Asia
410,33,Female,136422,Fashion,3545.74,South America
411,28,Male,35549,Groceries,297.71,Europe
412,24,Female,23890,Fashion,926.76,Asia
413,28,Female,22793,Fashion,2820.17,Asia
414,70,Male,36342,Electronics,3799.73,Africa
415,20,Female,35878,Groceries,1841.28,North America
416,36,Female,96485,Electronics,3162.35,Asia
417,78,Female,130290,Electronics,1639.18,Africa
418,20,Male,48759,Home Goods,600.26,South America
419,55,Female,136981,Electronics,2064.86,Asia
420,51,Female,76087,Fashion,1697.58,Africa
421,53,Male,73586,Home Goods,3299.69,South America
422,21,Female,72561,Electronics,748.77,North America
423,75,Female,20790,Groceries,2395.01,North America
424,64,Male,99484,Home Goods,1940.77,Europe
425,27,Female,95133,Home Goods,2905.96,Europe
426,56,Female,84191,Fashion,2221.05,South America
427,60,Female,49638,Groceries,3287.56,Asia
428,61,Female,148109,Home Goods,2355.6,South America
429,50,Female,99711,Fashion,779.33,South America
430,18,Female,136762,Groceries,2871.61,Africa
431,20,Female,116434,Fashion,562.41,South America
432,74,Male,100803,Home Goods,2409.05,South America
433,44,Female,87883,Fashion,1789.16,North America
434,57,Male,128961,Electronics,4292.41,North America
435,57,Female,30356,Electronics,759.14,South America
436,62,Male,137778,Home Goods,3964.71,North America
437,51,Female,50003,Electronics,1183.89,South America
438,24,Female,35941,Fashion,772.8,Asia
439,78,Male,34916,Groceries,3272.26,Europe
440,18,Female,63462,Groceries,4714.94,Asia
441,18,Male,130686,Groceries,4529.07,Asia
442,52,Male,59437,Home Goods,527.25,Europe
443,47,Female,50420,Home Goods,3299.61,Asia
444,34,Male,88449,Home Goods,4459.62,Africa
445,57,Female,63527,Electronics,3401.94,Europe
446,48,Male,47299,Home Goods,4927.09,Africa
447,59,Female,103066,Groceries,1387.91,Asia
448,55,Female,52761,Home Goods,978.07,Asia
449,40,Female,63981,Electronics,4249.5,Europe
450,38,Male,66046,Groceries,186.66,Asia
451,50,Male,116791,Fashion,919.54,Africa
452,39,Female,28031,Groceries,274.99,Africa
453,68,Male,98262,Groceries,1933.98,Europe
454,28,Female,125743,Fashion,4850.57,North America
455,36,Male,125996,Electronics,439.43,Asia
456,74,Female,124082,Fashion,2982.95,Europe
457,72,Female,52738,Home Goods,251.22,South America
458,67,Female,103946,Electronics,4113.21,Asia
459,47,Male,39135,Electronics,1003.78,Africa
460,78,Male,61399,Home Goods,3254.9,Asia
461,78,Female,136154,Home Goods,878.9,Africa
462,55,Male,142002,Home Goods,3248.93,Africa
463,71,Male,140128,Fashion,1033.91,South America
464,65,Male,115169,Groceries,3996.39,Asia
465,19,Male,148136,Fashion,1694.72,Europe
466,34,Male,145831,Electronics,2020.7,Europe
467,57,Female,43491,Electronics,3085.79,South America
468,43,Male,30527,Home Goods,996.64,South America
469,22,Male,46154,Home Goods,3335.74,South America
470,37,Female,95894,Electronics,1438.12,South America
471,19,Female,70343,Groceries,324.53,North America
472,29,Female,134063,Home Goods,185.11,North America
473,80,Male,148805,Fashion,1974.59,North America
474,47,Female,71942,Home Goods,3114.63,Asia
475,43,Male,40431,Groceries,974.7,Europe
476,50,Female,146933,Fashion,1869.66,Asia
477,22,Female,126158,Fashion,3430.69,Asia
478,20,Female,83478,Electronics,271.2,Asia
479,55,Female,113345,Electronics,1365.57,Asia
480,70,Male,125748,Home Goods,3436.65,Africa
481,36,Male,102100,Home Goods,4367.07,Europe
482,58,Female,111697,Electronics,1320.36,Asia
483,37,Female,39903,Groceries,4082.58,North America
484,32,Male,97152,Electronics,4809.93,Europe
485,21,Male,54093,Groceries,2669.43,North America
486,57,Female,28932,Electronics,3915.8,South America
487,33,Male,52534,Home Goods,4671.99,Africa
488,19,Male,52051,Home Goods,697.89,South America
489,28,Female,29847,Home Goods,3513.24,Africa
490,72,Female,63730,Electronics,2389.71,Asia
491,43,Male,138502,Home Goods,3336.6,South America
492,72,Female,36909,Electronics,4275.51,Asia
493,23,Male,133570,Home Goods,332.5,Asia
494,49,Male,30062,Electronics,488.44,Europe
495,76,Female,41992,Home Goods,3461.54,Africa
496,24,Male,65455,Home Goods,3712.33,Africa
497,54,Male,116965,Home Goods,2400.78,Africa
498,52,Male,145139,Home Goods,2899.72,North America
499,73,Male,25022,Home Goods,4959.62,Asia
500,57,Female,144453,Fashion,3952.81,Africa
501,38,Male,117891,Fashion,4245.25,Africa
502,45,Male,81691,Electronics,2442.82,Africa
503,65,Male,131518,Home Goods,2358.78,Asia
504,24,Male,136197,Electronics,4595.31,South America
505,42,Male,126366,Fashion,180.2,Africa
506,76,Female,131143,Home Goods,637.75,Europe
507,76,Female,113703,Groceries,1971.69,Europe
508,22,Male,118358,Groceries,638.51,South America
509,51,Male,51493,Fashion,1132.37,North America
510,76,Female,147133,Groceries,180.08,Europe
511,18,Male,125814,Home Goods,4417.16,South America
512,72,Female,130449,Groceries,3893.03,North America
513,68,Female,47011,Groceries,3638.58,Asia
514,61,Female,32637,Home Goods,708.59,North America
515,76,Female,22531,Home Goods,1799.32,North America
516,50,Male,65444,Home Goods,3723.39,Africa
517,27,Female,76591,Electronics,1769.35,South America
518,28,Female,29729,Fashion,3230.51,North America
519,47,Male,65915,Electronics,719.62,Asia
520,30,Male,63098,Fashion,4670.63,Africa
521,68,Female,62071,Groceries,2382.37,North America
522,55,Female,122153,Home Goods,2468.5,North America
523,46,Male,23926,Electronics,2323.76,Africa
524,53,Female,109010,Fashion,4938.69,South America
525,70,Female,98967,Home Goods,3495.03,Europe
526,72,Male,53642,Electronics,1757.86,South America
527,34,Male,76724,Home Goods,4307.11,North America
528,32,Female,40451,Home Goods,4310.23,Asia
529,32,Male,82027,Electronics,4889.77,South America
530,44,Male,20432,Electronics,2148.79,Africa
531,31,Female,91667,Fashion,728.25,South America
532,29,Male,149625,Groceries,4632.25,South America
533,45,Male,148773,Electronics,1507.6,Africa
534,73,Female,21630,Electronics,280.37,North America
535,76,Female,86856,Fashion,4794.14,North America
536,79,Female,82518,Groceries,1475.68,South America
537,39,Female,42357,Home Goods,4011.66,Asia
538,23,Male,69316,Electronics,4756.73,South America
539,37,Female,36016,Electronics,932.04,Africa
540,80,Male,148865,Fashion,4665.62,Europe
541,58,Female,23551,Electronics,2667.99,Asia
542,67,Male,29342,Electronics,930.83,Europe
543,49,Female,80874,Fashion,3408.14,South America
544,29,Male,114973,Groceries,1912.32,Asia
545,23,Female,98563,Home Goods,4801.19,Africa
546,73,Male,93983,Electronics,673.62,Europe
547,45,Male,52915,Fashion,806.1,Asia
548,76,Female,47586,Home Goods,1356.46,South America
549,35,Male,69265,Fashion,1023.01,North America
550,51,Female,143943,Electronics,342.39,Asia
551,35,Male,41352,Electronics,621.38,Europe
552,38,Female,104316,Electronics,3076.1,North America
553,72,Female,57000,Fashion,700.84,Europe
554,45,Female,76498,Home Goods,656.55,Asia
555,26,Male,34981,Fashion,3060.55,North America
556,20,Female,61779,Electronics,1417.84,North America
557,48,Male,101768,Home Goods,1265.3,South America
558,60,Male,138723,Fashion,2009.19,Europe
559,35,Female,138563,Electronics,945.06,South America
560,37,Male,44110,Electronics,3520.67,Europe
561,75,Female,71163,Groceries,1429.87,Europe
562,63,Female,60658,Groceries,3238.18,South America
563,64,Male,49993,Home Goods,2241.86,North America
564,51,Female,50117,Fashion,313.72,Asia
565,68,Male,117861,Fashion,4119.56,Europe
566,46,Male,130547,Electronics,528.95,North America
567,56,Male,21949,Home Goods,843.12,Africa
568,29,Male,81815,Groceries,313.52,Africa
569,31,Female,92320,Home Goods,218.61,South America
570,47,Male,64714,Electronics,2414.74,Asia
571,62,Male,51184,Home Goods,3206.92,South America
572,64,Male,57969,Groceries,628.59,Europe
573,24,Male,122581,Electronics,2504.6,North America
574,64,Female,40741,Fashion,3573.79,Europe
575,39,Female,87294,Electronics,3706.41,Europe
576,39,Female,53082,Groceries,1765.18,Asia
577,25,Female,85610,Home Goods,2004.31,South America
578,65,Female,97010,Electronics,1292.15,Europe
579,39,Female,53326,Fashion,4715.8,Asia
580,61,Female,69010,Fashion,1372.05,Asia
581,80,Female,40425,Electronics,3327.88,Africa
582,77,Male,63129,Electronics,1904.18,Europe
583,77,Female,119752,Home Goods,4457.06,North America
584,48,Female,90821,Electronics,257.85,North America
585,68,Female,40143,Fashion,2710.66,Africa
586,25,Female,55130,Fashion,1075.81,South America
587,67,Male,114132,Fashion,3293.96,Asia
588,79,Female,22141,Electronics,3160.69,Asia
589,33,Male,41206,Fashion,551.46,Europe
590,22,Male,130668,Fashion,3038.73,Africa
